full_text,sentences,cleansing,case folding,tokens,normalize,Stopword,stemming
Es Kopi Susu Sahabatnya Janjiw ini ena lho. Creamy me likey. https://t.co/uXx8l59DhT,Es Kopi Susu Sahabatnya Janjiw ini ena lho.,Es Kopi Susu Sahabatnya Janjiw ini ena lho,es kopi susu sahabatnya janjiw ini ena lho,"['es', 'kopi', 'susu', 'sahabatnya', 'janjiw', 'ini', 'ena', 'lho']","['es', 'kopi', 'susu', 'sahabatnya', 'janji jiwa', 'ini', 'ena', 'lho']","['es', 'kopi', 'susu', 'sahabatnya', 'janji jiwa', 'ena', 'lho']",es kopi susu sahabat janji_jiwa ena lho
Es Kopi Susu Sahabatnya Janjiw ini ena lho. Creamy me likey. https://t.co/uXx8l59DhT,Creamy me likey.,Creamy me likey,creamy me likey,"['creamy', 'me', 'likey']","['creamy', 'me', 'likey']","['creamy', 'me', 'likey']",creamy me likey
Es Kopi Susu Sahabatnya Janjiw ini ena lho. Creamy me likey. https://t.co/uXx8l59DhT,https://t.co/uXx8l59DhT,,,[],[],[],
@discountfess sempet mau garap kopken sama janjiw cuma kasirnya gatau ada promo ini ,@discountfess sempet mau garap kopken sama janjiw cuma kasirnya gatau ada promo ini, sempet mau garap kopken sama janjiw cuma kasirnya gatau ada promo ini, sempet mau garap kopken sama janjiw cuma kasirnya gatau ada promo ini,"['sempet', 'mau', 'garap', 'kopken', 'sama', 'janjiw', 'cuma', 'kasirnya', 'gatau', 'ada', 'promo', 'ini']","['sempat', 'mau', 'garap', 'kopi kenangan', 'sama', 'janji jiwa', 'cuma', 'kasirnya', 'enggak tau', 'ada', 'promo', 'ini']","['sempat', 'mau', 'garap', 'kopi kenangan', 'sama', 'janji jiwa', 'cuma', 'kasirnya', 'enggak tau', 'promo']",sempat mau garap kopi kenang sama janji_jiwa cuma kasir enggak tau promo
pamer garap bank saqu x kopken blibli walaupun janjiw sm cupbop gak cair krn human error wkwkwk https://t.co/qMrx74umj5,pamer garap bank saqu x kopken blibli walaupun janjiw sm cupbop gak cair krn human error wkwkwk https://t.co/qMrx74umj5,pamer garap bank saqu x kopken blibli walaupun janjiw sm cupbop gak cair krn human error wkwkwk ,pamer garap bank saqu x kopken blibli walaupun janjiw sm cupbop gak cair krn human error wkwkwk ,"['pamer', 'garap', 'bank', 'saqu', 'x', 'kopken', 'blibli', 'walaupun', 'janjiw', 'sm', 'cupbop', 'gak', 'cair', 'krn', 'human', 'error', 'wkwkwk']","['pamer', 'garap', 'bank', 'saqu', 'kali', 'kopi kenangan', 'blibli', 'walaupun', 'janji jiwa', 'sama', 'cupbop', 'enggak', 'cair', 'karena', 'human', 'error', 'tertawa']","['pamer', 'garap', 'bank', 'saqu', 'kali', 'kopi kenangan', 'blibli', 'walaupun', 'janji jiwa', 'sama', 'cupbop', 'enggak', 'cair', 'human', 'error', 'tertawa']",pamer garap bank saqu kali kopi kenang blibli walaupun janji_jiwa sama cupbop enggak cair human error tertawa
gw udh miskin pls jgn ajak makan dan nongkrong overpriced lg bye janjiw im coming,gw udh miskin pls jgn ajak makan dan nongkrong overpriced lg bye janjiw im coming,gw udh miskin pls jgn ajak makan dan nongkrong overpriced lg bye janjiw im coming,gw udh miskin pls jgn ajak makan dan nongkrong overpriced lg bye janjiw im coming,"['gw', 'udh', 'miskin', 'pls', 'jgn', 'ajak', 'makan', 'dan', 'nongkrong', 'overpriced', 'lg', 'bye', 'janjiw', 'im', 'coming']","['saya', 'sudah', 'miskin', 'tolong', 'jangan', 'ajak', 'makan', 'dan', 'kumpul', 'overpriced', 'lagi', 'bye', 'janji jiwa', 'im', 'coming']","['miskin', 'jangan', 'ajak', 'makan', 'kumpul', 'overpriced', 'bye', 'janji jiwa', 'im', 'coming']",miskin jangan ajak makan kumpul overpriced bye janji_jiwa im coming
@han_N4y promo bank saqu bisa pakai qris ini ya ka: xxi pakai edc bca hokben edc mandiri chatime edc bank cimb kopken qr gopay tomoro coffe edc bni janjiw edc mandiri,@han_N4y promo bank saqu bisa pakai qris ini ya ka: xxi pakai edc bca hokben edc mandiri chatime edc bank cimb kopken qr gopay tomoro coffe edc bni janjiw edc mandiri, promo bank saqu bisa pakai qris ini ya ka xxi pakai edc bca hokben edc mandiri chatime edc bank cimb kopken qr gopay tomoro coffe edc bni janjiw edc mandiri, promo bank saqu bisa pakai qris ini ya ka xxi pakai edc bca hokben edc mandiri chatime edc bank cimb kopken qr gopay tomoro coffe edc bni janjiw edc mandiri,"['promo', 'bank', 'saqu', 'bisa', 'pakai', 'qris', 'ini', 'ya', 'ka', 'xxi', 'pakai', 'edc', 'bca', 'hokben', 'edc', 'mandiri', 'chatime', 'edc', 'bank', 'cimb', 'kopken', 'qr', 'gopay', 'tomoro', 'coffe', 'edc', 'bni', 'janjiw', 'edc', 'mandiri']","['promo', 'bank', 'saqu', 'bisa', 'pakai', 'qris', 'ini', 'ya', 'kak', 'xxi', 'pakai', 'edc', 'baca', 'hokben', 'edc', 'mandiri', 'chatime', 'edc', 'bank', 'cimb', 'kopi kenangan', 'qr', 'gopay', 'tomoro', 'coffe', 'edc', 'bni', 'janji jiwa', 'edc', 'mandiri']","['promo', 'bank', 'saqu', 'pakai', 'qris', 'kak', 'xxi', 'pakai', 'edc', 'baca', 'hokben', 'edc', 'mandiri', 'chatime', 'edc', 'bank', 'cimb', 'kopi kenangan', 'qr', 'gopay', 'tomoro', 'coffe', 'edc', 'bni', 'janji jiwa', 'edc', 'mandiri']",promo bank saqu pakai qris kak xxi pakai edc baca hokben edc mandiri chatime edc bank cimb kopi kenang qr gopay tomoro coffe edc bni janji_jiwa edc mandiri
guys toastnya janjiw basi ga buat besok?,guys toastnya janjiw basi ga buat besok?,guys toastnya janjiw basi ga buat besok,guys toastnya janjiw basi ga buat besok,"['guys', 'toastnya', 'janjiw', 'basi', 'ga', 'buat', 'besok']","['teman-teman', 'toastnya', 'janji jiwa', 'basi', 'engga', 'buat', 'besok']","['teman-teman', 'toastnya', 'janji jiwa', 'basi', 'engga', 'buat', 'besok']",teman toastnya janji_jiwa basi engga buat besok
janjiw dari zaman aku masih SMA bahkan sekarang udah kuliah semester 6 masi enak aja https://t.co/fWgZkHA1Tq,janjiw dari zaman aku masih SMA bahkan sekarang udah kuliah semester 6 masi enak aja https://t.co/fWgZkHA1Tq,janjiw dari zaman aku masih SMA bahkan sekarang udah kuliah semester  masi enak aja ,janjiw dari zaman aku masih sma bahkan sekarang udah kuliah semester  masi enak aja ,"['janjiw', 'dari', 'zaman', 'aku', 'masih', 'sma', 'bahkan', 'sekarang', 'udah', 'kuliah', 'semester', 'masi', 'enak', 'aja']","['janji jiwa', 'dari', 'zaman', 'aku', 'masih', 'sama', 'bahkan', 'sekarang', 'sudah', 'kuliah', 'semester', 'masih', 'enak', 'saja']","['janji jiwa', 'zaman', 'aku', 'sama', 'bahkan', 'sekarang', 'kuliah', 'semester', 'enak']",janji_jiwa zaman aku sama bahkan sekarang kuliah semester enak
@deepxweb makan gacoan sambil minum janjiw,@deepxweb makan gacoan sambil minum janjiw, makan gacoan sambil minum janjiw, makan gacoan sambil minum janjiw,"['makan', 'gacoan', 'sambil', 'minum', 'janjiw']","['makan', 'gacoan', 'sambil', 'minum', 'janji jiwa']","['makan', 'gacoan', 'minum', 'janji jiwa']",makan gaco minum janji_jiwa
@0rreou janjiw,@0rreou janjiw, janjiw, janjiw,['janjiw'],['janji jiwa'],['janji jiwa'],janji_jiwa
@zalikhoss Aku sih masuk aja ya teh soalnya suka yang manis (yang janjiw lebih manis daripada haus) dan ini juga jauh lebih murah (janjiw 8rb haus 10rb) dari kopsus biasanya wkwkwk,@zalikhoss Aku sih masuk aja ya teh soalnya suka yang manis (yang janjiw lebih manis daripada haus) dan ini juga jauh lebih murah (janjiw 8rb haus 10rb) dari kopsus biasanya wkwkwk, Aku sih masuk aja ya teh soalnya suka yang manis yang janjiw lebih manis daripada haus dan ini juga jauh lebih murah janjiw rb haus rb dari kopsus biasanya wkwkwk, aku sih masuk aja ya teh soalnya suka yang manis yang janjiw lebih manis daripada haus dan ini juga jauh lebih murah janjiw rb haus rb dari kopsus biasanya wkwkwk,"['aku', 'sih', 'masuk', 'aja', 'ya', 'teh', 'soalnya', 'suka', 'yang', 'manis', 'yang', 'janjiw', 'lebih', 'manis', 'daripada', 'haus', 'dan', 'ini', 'juga', 'jauh', 'lebih', 'murah', 'janjiw', 'rb', 'haus', 'rb', 'dari', 'kopsus', 'biasanya', 'wkwkwk']","['aku', 'sih', 'masuk', 'saja', 'ya', 'teh', 'soalnya', 'suka', 'yang', 'manis', 'yang', 'janji jiwa', 'lebih', 'manis', 'daripada', 'haus', 'dan', 'ini', 'juga', 'jauh', 'lebih', 'murah', 'janji jiwa', 'ribu', 'haus', 'ribu', 'dari', 'kopi susu', 'biasanya', 'tertawa']","['aku', 'sih', 'masuk', 'teh', 'soalnya', 'suka', 'manis', 'janji jiwa', 'lebih', 'manis', 'haus', 'jauh', 'lebih', 'murah', 'janji jiwa', 'ribu', 'haus', 'ribu', 'kopi susu', 'biasanya', 'tertawa']",aku sih masuk teh soal suka manis janji_jiwa lebih manis haus jauh lebih murah janji_jiwa ribu haus ribu kopi susu biasa tertawa
Diharga yang sama kopinya fami lebih enak dibading janjiw ada juga yang harga lebih tetep aja enakan minuman fami,Diharga yang sama kopinya fami lebih enak dibading janjiw ada juga yang harga lebih tetep aja enakan minuman fami,Diharga yang sama kopinya fami lebih enak dibading janjiw ada juga yang harga lebih tetep aja enakan minuman fami,diharga yang sama kopinya fami lebih enak dibading janjiw ada juga yang harga lebih tetep aja enakan minuman fami,"['diharga', 'yang', 'sama', 'kopinya', 'fami', 'lebih', 'enak', 'dibading', 'janjiw', 'ada', 'juga', 'yang', 'harga', 'lebih', 'tetep', 'aja', 'enakan', 'minuman', 'fami']","['diharga', 'yang', 'sama', 'kopinya', 'family mart', 'lebih', 'enak', 'dibading', 'janji jiwa', 'ada', 'juga', 'yang', 'harga', 'lebih', 'tetap', 'saja', 'lebih enak', 'minuman', 'family mart']","['diharga', 'sama', 'kopinya', 'family mart', 'lebih', 'enak', 'dibading', 'janji jiwa', 'harga', 'lebih', 'tetap', 'lebih enak', 'minuman', 'family mart']",harga sama kopi family mart lebih enak dibading janji_jiwa harga lebih tetap lebih enak minum family mart
Kopi susu sahabatnya janjiw enak ga ya guys? Kalo beli janjiw ga pernah kepeneran tp penasaran TT yujiem,Kopi susu sahabatnya janjiw enak ga ya guys?,Kopi susu sahabatnya janjiw enak ga ya guys,kopi susu sahabatnya janjiw enak ga ya guys,"['kopi', 'susu', 'sahabatnya', 'janjiw', 'enak', 'ga', 'ya', 'guys']","['kopi', 'susu', 'sahabatnya', 'janji jiwa', 'enak', 'engga', 'ya', 'teman-teman']","['kopi', 'susu', 'sahabatnya', 'janji jiwa', 'enak', 'engga', 'teman-teman']",kopi susu sahabat janji_jiwa enak engga teman
Kopi susu sahabatnya janjiw enak ga ya guys? Kalo beli janjiw ga pernah kepeneran tp penasaran TT yujiem,Kalo beli janjiw ga pernah kepeneran tp penasaran TT yujiem,Kalo beli janjiw ga pernah kepeneran tp penasaran TT yujiem,kalo beli janjiw ga pernah kepeneran tp penasaran tt yujiem,"['kalo', 'beli', 'janjiw', 'ga', 'pernah', 'kepeneran', 'tp', 'penasaran', 'tt', 'yujiem']","['kalo', 'beli', 'janji jiwa', 'engga', 'pernah', 'kepeneran', 'tapi', 'penasaran', 'tt', 'yujiem']","['kalo', 'beli', 'janji jiwa', 'engga', 'pernah', 'kepeneran', 'penasaran', 'tt', 'yujiem']",kalo beli janji_jiwa engga pernah ter penasaran tt yujiem
gw curiga janjiw muter playlist gw yg ini https://t.co/6upnOymowi,gw curiga janjiw muter playlist gw yg ini https://t.co/6upnOymowi,gw curiga janjiw muter playlist gw yg ini ,gw curiga janjiw muter playlist gw yg ini ,"['gw', 'curiga', 'janjiw', 'muter', 'playlist', 'gw', 'yg', 'ini']","['saya', 'curiga', 'janji jiwa', 'muter', 'playlist', 'saya', 'yang', 'ini']","['curiga', 'janji jiwa', 'muter', 'playlist']",curiga janji_jiwa muter playlist
kayanya kentang janjiw ngalahin kentang mekdi ni,kayanya kentang janjiw ngalahin kentang mekdi ni,kayanya kentang janjiw ngalahin kentang mekdi ni,kayanya kentang janjiw ngalahin kentang mekdi ni,"['kayanya', 'kentang', 'janjiw', 'ngalahin', 'kentang', 'mekdi', 'ni']","['kayanya', 'kentang', 'janji jiwa', 'mengalahkan', 'kentang', 'mekdi', 'nih']","['kayanya', 'kentang', 'janji jiwa', 'mengalahkan', 'kentang', 'mekdi', 'nih']",kaya kentang janji_jiwa kalah kentang mekdi nih
@fztats @adibibot @txtfrombrand Kalo rumahnya sedom dan ga ngekos d jkt emg segituan deh. Gaji barista cafe jg 3 juta kalo janjiw yg ruame bgt bs 5 juta Kalo gacoan mirip2 lah,@fztats @adibibot @txtfrombrand Kalo rumahnya sedom dan ga ngekos d jkt emg segituan deh.,   Kalo rumahnya sedom dan ga ngekos d jkt emg segituan deh,   kalo rumahnya sedom dan ga ngekos d jkt emg segituan deh,"['kalo', 'rumahnya', 'sedom', 'dan', 'ga', 'ngekos', 'd', 'jkt', 'emg', 'segituan', 'deh']","['kalo', 'rumahnya', 'sedom', 'dan', 'engga', 'ngekos', 'di', 'jakarta', 'memang', 'segituan', 'deh']","['kalo', 'rumahnya', 'sedom', 'engga', 'ngekos', 'jakarta', 'memang', 'segituan', 'deh']",kalo rumah dom engga ngekos jakarta memang segituan deh
@fztats @adibibot @txtfrombrand Kalo rumahnya sedom dan ga ngekos d jkt emg segituan deh. Gaji barista cafe jg 3 juta kalo janjiw yg ruame bgt bs 5 juta Kalo gacoan mirip2 lah,Gaji barista cafe jg 3 juta kalo janjiw yg ruame bgt bs 5 juta Kalo gacoan mirip2 lah,Gaji barista cafe jg  juta kalo janjiw yg ruame bgt bs  juta Kalo gacoan mirip lah,gaji barista cafe jg  juta kalo janjiw yg ruame bgt bs  juta kalo gacoan mirip lah,"['gaji', 'barista', 'cafe', 'jg', 'juta', 'kalo', 'janjiw', 'yg', 'ruame', 'bgt', 'bs', 'juta', 'kalo', 'gacoan', 'mirip', 'lah']","['gaji', 'barista', 'cafe', 'juga', 'juta', 'kalo', 'janji jiwa', 'yang', 'ruame', 'banget', 'bisa', 'juta', 'kalo', 'gacoan', 'mirip', 'lah']","['gaji', 'barista', 'cafe', 'juta', 'kalo', 'janji jiwa', 'ruame', 'banget', 'juta', 'kalo', 'gacoan', 'mirip', 'lah']",gaji barista cafe juta kalo janji_jiwa ruame banget juta kalo gaco mirip lah
playlist janjiw tegal besar bernadya https://t.co/dMp4YDwCFB,playlist janjiw tegal besar bernadya https://t.co/dMp4YDwCFB,playlist janjiw tegal besar bernadya ,playlist janjiw tegal besar bernadya ,"['playlist', 'janjiw', 'tegal', 'besar', 'bernadya']","['playlist', 'janji jiwa', 'tegal', 'besar', 'bernadya']","['playlist', 'janji jiwa', 'tegal', 'besar', 'bernadya']",playlist janji_jiwa tegal besar bernadya
jangan terlalu baik emang sama orang gw sering jajanin orang ruangan kopi kadang janjiw tomoro dll sampe gw putuskan ini terakhir kali karena tiba-tiba kesannya jadi kewajiban gw dan celetuk mas lain kali beli coklat-nya ya saya gak ngopi yauda beli sendiri?!,jangan terlalu baik emang sama orang gw sering jajanin orang ruangan kopi kadang janjiw tomoro dll sampe gw putuskan ini terakhir kali karena tiba-tiba kesannya jadi kewajiban gw dan celetuk mas lain kali beli coklat-nya ya saya gak ngopi yauda beli sendiri?,jangan terlalu baik emang sama orang gw sering jajanin orang ruangan kopi kadang janjiw tomoro dll sampe gw putuskan ini terakhir kali karena tibatiba kesannya jadi kewajiban gw dan celetuk mas lain kali beli coklatnya ya saya gak ngopi yauda beli sendiri,jangan terlalu baik emang sama orang gw sering jajanin orang ruangan kopi kadang janjiw tomoro dll sampe gw putuskan ini terakhir kali karena tibatiba kesannya jadi kewajiban gw dan celetuk mas lain kali beli coklatnya ya saya gak ngopi yauda beli sendiri,"['jangan', 'terlalu', 'baik', 'emang', 'sama', 'orang', 'gw', 'sering', 'jajanin', 'orang', 'ruangan', 'kopi', 'kadang', 'janjiw', 'tomoro', 'dll', 'sampe', 'gw', 'putuskan', 'ini', 'terakhir', 'kali', 'karena', 'tibatiba', 'kesannya', 'jadi', 'kewajiban', 'gw', 'dan', 'celetuk', 'mas', 'lain', 'kali', 'beli', 'coklatnya', 'ya', 'saya', 'gak', 'ngopi', 'yauda', 'beli', 'sendiri']","['jangan', 'terlalu', 'baik', 'memang', 'sama', 'orang', 'saya', 'sering', 'jajanin', 'orang', 'ruangan', 'kopi', 'kadang', 'janji jiwa', 'tomoro', 'dan lain lain', 'sampai', 'saya', 'putuskan', 'ini', 'terakhir', 'kali', 'karena', 'tibatiba', 'kesannya', 'jadi', 'kewajiban', 'saya', 'dan', 'celetuk', 'mas', 'lain', 'kali', 'beli', 'coklatnya', 'ya', 'saya', 'enggak', 'minum kopi', 'yauda', 'beli', 'sendiri']","['jangan', 'terlalu', 'baik', 'memang', 'sama', 'orang', 'sering', 'jajanin', 'orang', 'ruangan', 'kopi', 'kadang', 'janji jiwa', 'tomoro', 'dan lain lain', 'putuskan', 'terakhir', 'kali', 'tibatiba', 'kesannya', 'jadi', 'kewajiban', 'celetuk', 'mas', 'kali', 'beli', 'coklatnya', 'enggak', 'minum kopi', 'yauda', 'beli', 'sendiri']",jangan terlalu baik memang sama orang sering jajanin orang ruang kopi kadang janji_jiwa tomoro dan lain lain putus akhir kali tibatiba kesan jadi wajib celetuk mas kali beli coklat enggak minum kopi yauda beli sendiri
jangan terlalu baik emang sama orang gw sering jajanin orang ruangan kopi kadang janjiw tomoro dll sampe gw putuskan ini terakhir kali karena tiba-tiba kesannya jadi kewajiban gw dan celetuk mas lain kali beli coklat-nya ya saya gak ngopi yauda beli sendiri?!,!,,,[],[],[],
order shopi food janjiw kopi susu sahabat yg large. tapi yg dateng yg ukuran reguler :(,order shopi food janjiw kopi susu sahabat yg large.,order shopi food janjiw kopi susu sahabat yg large,order shopi food janjiw kopi susu sahabat yg large,"['order', 'shopi', 'food', 'janjiw', 'kopi', 'susu', 'sahabat', 'yg', 'large']","['order', 'shopi', 'food', 'janji jiwa', 'kopi', 'susu', 'sahabat', 'yang', 'large']","['order', 'shopi', 'food', 'janji jiwa', 'kopi', 'susu', 'sahabat', 'large']",order shopi food janji_jiwa kopi susu sahabat large
order shopi food janjiw kopi susu sahabat yg large. tapi yg dateng yg ukuran reguler :(,tapi yg dateng yg ukuran reguler :(,tapi yg dateng yg ukuran reguler ,tapi yg dateng yg ukuran reguler ,"['tapi', 'yg', 'dateng', 'yg', 'ukuran', 'reguler']","['tapi', 'yang', 'datang', 'yang', 'ukuran', 'reguler']","['datang', 'ukuran', 'reguler']",datang ukur reguler
